Country/Region,timestamp,conf_cases,recov_cases,death_cases
North Macedonia,2020-02-03,0,0,0
Norway,2020-02-03,0,0,0
Oman,2020-02-03,0,0,0
Others,2020-02-03,0,0,0
Pakistan,2020-02-03,0,0,0
Philippines,2020-02-03,2,0,1
Romania,2020-02-03,0,0,0
Russia,2020-02-03,2,0,0
San Marino,2020-02-03,0,0,0
Singapore,2020-02-03,18,0,0
South Korea,2020-02-03,15,0,0
Spain,2020-02-03,1,0,0
Sri Lanka,2020-02-03,1,0,0
Sweden,2020-02-03,1,0,0
Switzerland,2020-02-03,0,0,0
Taiwan,2020-02-03,10,0,0
Thailand,2020-02-03,19,5,0
UK,2020-02-03,2,0,0
US,2020-02-03,11,0,0
United Arab Emirates,2020-02-03,5,0,0
Vietnam,2020-02-03,8,1,0
 Azerbaijan,2020-02-04,0,0,0
Afghanistan,2020-02-04,0,0,0
Algeria,2020-02-04,0,0,0
Australia,2020-02-04,13,2,0
Austria,2020-02-04,0,0,0
Bahrain,2020-02-04,0,0,0
Belarus,2020-02-04,0,0,0
Belgium,2020-02-04,1,0,0
Brazil,2020-02-04,0,0,0
Cambodia,2020-02-04,1,0,0
Canada,2020-02-04,4,0,0
Croatia,2020-02-04,0,0,0
Denmark,2020-02-04,0,0,0
Egypt,2020-02-04,0,0,0
Estonia,2020-02-04,0,0,0
Finland,2020-02-04,1,0,0
France,2020-02-04,6,0,0
Georgia,2020-02-04,0,0,0
Germany,2020-02-04,12,0,0
Greece,2020-02-04,0,0,0
Hong Kong,2020-02-04,17,0,1
Iceland,2020-02-04,0,0,0
India,2020-02-04,3,0,0
Iran,2020-02-04,0,0,0
Iraq,2020-02-04,0,0,0
Israel,2020-02-04,0,0,0
Italy,2020-02-04,2,0,0
Japan,2020-02-04,22,1,0
Kuwait,2020-02-04,0,0,0
Lebanon,2020-02-04,0,0,0
Lithuania,2020-02-04,0,0,0
Macau,2020-02-04,10,0,0
Mainland China,2020-02-04,23680,843,490
Malaysia,2020-02-04,10,0,0
Mexico,2020-02-04,0,0,0
Nepal,2020-02-04,1,0,0
Netherlands,2020-02-04,0,0,0
New Zealand,2020-02-04,0,0,0
Nigeria,2020-02-04,0,0,0
North Ireland,2020-02-04,0,0,0
North Macedonia,2020-02-04,0,0,0
Norway,2020-02-04,0,0,0
Oman,2020-02-04,0,0,0
Others,2020-02-04,0,0,0
Pakistan,2020-02-04,0,0,0
Philippines,2020-02-04,2,0,1
Romania,2020-02-04,0,0,0
Russia,2020-02-04,2,0,0
San Marino,2020-02-04,0,0,0
Singapore,2020-02-04,24,0,0
South Korea,2020-02-04,16,0,0
Spain,2020-02-04,1,0,0
Sri Lanka,2020-02-04,1,0,0
Sweden,2020-02-04,1,0,0
Switzerland,2020-02-04,0,0,0
Taiwan,2020-02-04,11,0,0
Thailand,2020-02-04,25,5,0
UK,2020-02-04,2,0,0
US,2020-02-04,11,0,0
United Arab Emirates,2020-02-04,5,0,0
Vietnam,2020-02-04,8,1,0
 Azerbaijan,2020-02-05,0,0,0
Afghanistan,2020-02-05,0,0,0
Algeria,2020-02-05,0,0,0
Australia,2020-02-05,13,2,0
Austria,2020-02-05,0,0,0
Bahrain,2020-02-05,0,0,0
Belarus,2020-02-05,0,0,0
Belgium,2020-02-05,1,0,0
Brazil,2020-02-05,0,0,0
Cambodia,2020-02-05,1,0,0
Canada,2020-02-05,5,0,0
Croatia,2020-02-05,0,0,0
Denmark,2020-02-05,0,0,0
Egypt,2020-02-05,0,0,0
Estonia,2020-02-05,0,0,0
Finland,2020-02-05,1,0,0
France,2020-02-05,6,0,0
Georgia,2020-02-05,0,0,0
Germany,2020-02-05,12,0,0
Greece,2020-02-05,0,0,0
Hong Kong,2020-02-05,21,0,1
Iceland,2020-02-05,0,0,0
India,2020-02-05,3,0,0
Iran,2020-02-05,0,0,0
Iraq,2020-02-05,0,0,0
Israel,2020-02-05,0,0,0
Italy,2020-02-05,2,0,0
Japan,2020-02-05,22,1,0
Kuwait,2020-02-05,0,0,0
Lebanon,2020-02-05,0,0,0
Lithuania,2020-02-05,0,0,0
Macau,2020-02-05,10,0,0
Mainland China,2020-02-05,27409,1115,562
Malaysia,2020-02-05,12,0,0
Mexico,2020-02-05,0,0,0
Nepal,2020-02-05,1,0,0
Netherlands,2020-02-05,0,0,0
New Zealand,2020-02-05,0,0,0
Nigeria,2020-02-05,0,0,0
North Ireland,2020-02-05,0,0,0
North Macedonia,2020-02-05,0,0,0
Norway,2020-02-05,0,0,0
Oman,2020-02-05,0,0,0
Others,2020-02-05,0,0,0
Pakistan,2020-02-05,0,0,0
Philippines,2020-02-05,2,0,1
Romania,2020-02-05,0,0,0
Russia,2020-02-05,2,0,0
San Marino,2020-02-05,0,0,0
Singapore,2020-02-05,28,0,0
South Korea,2020-02-05,19,0,0
Spain,2020-02-05,1,0,0
Sri Lanka,2020-02-05,1,0,0
Sweden,2020-02-05,1,0,0
Switzerland,2020-02-05,0,0,0
Taiwan,2020-02-05,11,0,0
Thailand,2020-02-05,25,5,0
UK,2020-02-05,2,0,0
US,2020-02-05,12,0,0
United Arab Emirates,2020-02-05,5,0,0
Vietnam,2020-02-05,8,1,0
 Azerbaijan,2020-02-06,0,0,0
Afghanistan,2020-02-06,0,0,0
Algeria,2020-02-06,0,0,0
Australia,2020-02-06,14,2,0
Austria,2020-02-06,0,0,0
Bahrain,2020-02-06,0,0,0
Belarus,2020-02-06,0,0,0
Belgium,2020-02-06,1,0,0
Brazil,2020-02-06,0,0,0
Cambodia,2020-02-06,1,0,0
Canada,2020-02-06,5,0,0
Croatia,2020-02-06,0,0,0
Denmark,2020-02-06,0,0,0
Egypt,2020-02-06,0,0,0
Estonia,2020-02-06,0,0,0
Finland,2020-02-06,1,0,0
France,2020-02-06,6,0,0
Georgia,2020-02-06,0,0,0
Germany,2020-02-06,12,0,0
Greece,2020-02-06,0,0,0
Hong Kong,2020-02-06,24,0,1
Iceland,2020-02-06,0,0,0
India,2020-02-06,3,0,0
Iran,2020-02-06,0,0,0
Iraq,2020-02-06,0,0,0
Israel,2020-02-06,0,0,0
Italy,2020-02-06,2,0,0
Japan,2020-02-06,45,1,0
Kuwait,2020-02-06,0,0,0
Lebanon,2020-02-06,0,0,0
Lithuania,2020-02-06,0,0,0
Macau,2020-02-06,10,1,0
Mainland China,2020-02-06,30553,1476,632
Malaysia,2020-02-06,12,0,0
Mexico,2020-02-06,0,0,0
Nepal,2020-02-06,1,0,0
Netherlands,2020-02-06,0,0,0
New Zealand,2020-02-06,0,0,0
Nigeria,2020-02-06,0,0,0
North Ireland,2020-02-06,0,0,0
North Macedonia,2020-02-06,0,0,0
Norway,2020-02-06,0,0,0
Oman,2020-02-06,0,0,0
Others,2020-02-06,0,0,0
Pakistan,2020-02-06,0,0,0
Philippines,2020-02-06,2,0,1
Romania,2020-02-06,0,0,0
Russia,2020-02-06,2,0,0
San Marino,2020-02-06,0,0,0
Singapore,2020-02-06,28,0,0
South Korea,2020-02-06,23,0,0
Spain,2020-02-06,1,0,0
Sri Lanka,2020-02-06,1,0,0
Sweden,2020-02-06,1,0,0
Switzerland,2020-02-06,0,0,0
Taiwan,2020-02-06,16,1,0
Thailand,2020-02-06,25,5,0
UK,2020-02-06,2,0,0
US,2020-02-06,12,0,0
United Arab Emirates,2020-02-06,5,0,0
Vietnam,2020-02-06,10,1,0
 Azerbaijan,2020-02-07,0,0,0
Afghanistan,2020-02-07,0,0,0
Algeria,2020-02-07,0,0,0
Australia,2020-02-07,15,2,0
Austria,2020-02-07,0,0,0
Bahrain,2020-02-07,0,0,0
Belarus,2020-02-07,0,0,0
Belgium,2020-02-07,1,0,0
Brazil,2020-02-07,0,0,0
Cambodia,2020-02-07,1,0,0
Canada,2020-02-07,7,0,0
Croatia,2020-02-07,0,0,0
Denmark,2020-02-07,0,0,0
Egypt,2020-02-07,0,0,0
Estonia,2020-02-07,0,0,0
Finland,2020-02-07,1,0,0
France,2020-02-07,6,0,0
Georgia,2020-02-07,0,0,0
Germany,2020-02-07,13,0,0
Greece,2020-02-07,0,0,0
Hong Kong,2020-02-07,25,0,1
Iceland,2020-02-07,0,0,0
India,2020-02-07,3,0,0
Iran,2020-02-07,0,0,0
Iraq,2020-02-07,0,0,0
Israel,2020-02-07,0,0,0
Italy,2020-02-07,3,0,0
Japan,2020-02-07,25,1,0
Kuwait,2020-02-07,0,0,0
Lebanon,2020-02-07,0,0,0
Lithuania,2020-02-07,0,0,0
Macau,2020-02-07,10,1,0
Mainland China,2020-02-07,34075,1998,717
Malaysia,2020-02-07,12,1,0
Mexico,2020-02-07,0,0,0
Nepal,2020-02-07,1,0,0
Netherlands,2020-02-07,0,0,0
New Zealand,2020-02-07,0,0,0
Nigeria,2020-02-07,0,0,0
North Ireland,2020-02-07,0,0,0
North Macedonia,2020-02-07,0,0,0
Norway,2020-02-07,0,0,0
Oman,2020-02-07,0,0,0
Others,2020-02-07,61,0,0
Pakistan,2020-02-07,0,0,0
Philippines,2020-02-07,3,0,1
Romania,2020-02-07,0,0,0
Russia,2020-02-07,2,0,0
San Marino,2020-02-07,0,0,0
Singapore,2020-02-07,30,0,0
South Korea,2020-02-07,24,1,0
Spain,2020-02-07,1,0,0
Sri Lanka,2020-02-07,1,0,0
Sweden,2020-02-07,1,0,0
Switzerland,2020-02-07,0,0,0
Taiwan,2020-02-07,16,1,0
Thailand,2020-02-07,25,5,0
UK,2020-02-07,3,0,0
US,2020-02-07,12,0,0
United Arab Emirates,2020-02-07,5,0,0
Vietnam,2020-02-07,10,1,0
 Azerbaijan,2020-02-08,0,0,0
Afghanistan,2020-02-08,0,0,0
Algeria,2020-02-08,0,0,0
Australia,2020-02-08,15,2,0
Austria,2020-02-08,0,0,0
Bahrain,2020-02-08,0,0,0
Belarus,2020-02-08,0,0,0
Belgium,2020-02-08,1,0,0
Brazil,2020-02-08,0,0,0
Cambodia,2020-02-08,1,0,0
Canada,2020-02-08,7,0,0
Croatia,2020-02-08,0,0,0
Denmark,2020-02-08,0,0,0
Egypt,2020-02-08,0,0,0
Estonia,2020-02-08,0,0,0
Finland,2020-02-08,1,0,0
France,2020-02-08,11,0,0
Georgia,2020-02-08,0,0,0
Germany,2020-02-08,13,0,0
Greece,2020-02-08,0,0,0
Hong Kong,2020-02-08,26,0,1
Iceland,2020-02-08,0,0,0
India,2020-02-08,3,0,0
Iran,2020-02-08,0,0,0
Iraq,2020-02-08,0,0,0
Israel,2020-02-08,0,0,0
Italy,2020-02-08,3,0,0
Japan,2020-02-08,25,1,0
Kuwait,2020-02-08,0,0,0
Lebanon,2020-02-08,0,0,0
Lithuania,2020-02-08,0,0,0
Macau,2020-02-08,10,1,0
Mainland China,2020-02-08,36778,2595,804
Malaysia,2020-02-08,16,1,0
Mexico,2020-02-08,0,0,0
Nepal,2020-02-08,1,0,0
Netherlands,2020-02-08,0,0,0
New Zealand,2020-02-08,0,0,0
Nigeria,2020-02-08,0,0,0
North Ireland,2020-02-08,0,0,0
North Macedonia,2020-02-08,0,0,0
Norway,2020-02-08,0,0,0
Oman,2020-02-08,0,0,0
Others,2020-02-08,61,0,0
Pakistan,2020-02-08,0,0,0
Philippines,2020-02-08,3,0,1
Romania,2020-02-08,0,0,0
Russia,2020-02-08,2,0,0
San Marino,2020-02-08,0,0,0
Singapore,2020-02-08,33,2,0
South Korea,2020-02-08,24,1,0
Spain,2020-02-08,1,0,0
Sri Lanka,2020-02-08,1,1,0
Sweden,2020-02-08,1,0,0
Switzerland,2020-02-08,0,0,0
Taiwan,2020-02-08,17,1,0
Thailand,2020-02-08,32,10,0
UK,2020-02-08,3,0,0
US,2020-02-08,12,0,0
United Arab Emirates,2020-02-08,7,0,0
Vietnam,2020-02-08,13,1,0
 Azerbaijan,2020-02-09,0,0,0
Afghanistan,2020-02-09,0,0,0
Algeria,2020-02-09,0,0,0
Australia,2020-02-09,15,2,0
Austria,2020-02-09,0,0,0
Bahrain,2020-02-09,0,0,0
Belarus,2020-02-09,0,0,0
Belgium,2020-02-09,1,0,0
Brazil,2020-02-09,0,0,0
Cambodia,2020-02-09,1,0,0
Canada,2020-02-09,7,0,0
Croatia,2020-02-09,0,0,0
Denmark,2020-02-09,0,0,0
Egypt,2020-02-09,0,0,0
Estonia,2020-02-09,0,0,0
Finland,2020-02-09,1,0,0
France,2020-02-09,11,0,0
Georgia,2020-02-09,0,0,0
Germany,2020-02-09,14,0,0
Greece,2020-02-09,0,0,0
Hong Kong,2020-02-09,29,0,1
Iceland,2020-02-09,0,0,0
India,2020-02-09,3,0,0
Iran,2020-02-09,0,0,0
Iraq,2020-02-09,0,0,0
Israel,2020-02-09,0,0,0
Italy,2020-02-09,3,0,0
Japan,2020-02-09,26,1,0
Kuwait,2020-02-09,0,0,0
Lebanon,2020-02-09,0,0,0
Lithuania,2020-02-09,0,0,0
Macau,2020-02-09,10,1,0
Mainland China,2020-02-09,39790,3218,904
Malaysia,2020-02-09,16,1,0
Mexico,2020-02-09,0,0,0
Nepal,2020-02-09,1,0,0
Netherlands,2020-02-09,0,0,0
New Zealand,2020-02-09,0,0,0
Nigeria,2020-02-09,0,0,0
North Ireland,2020-02-09,0,0,0
North Macedonia,2020-02-09,0,0,0
Norway,2020-02-09,0,0,0
Oman,2020-02-09,0,0,0
Others,2020-02-09,64,0,0
Pakistan,2020-02-09,0,0,0
Philippines,2020-02-09,3,0,1
Romania,2020-02-09,0,0,0
Russia,2020-02-09,2,0,0
San Marino,2020-02-09,0,0,0
Singapore,2020-02-09,40,2,0
South Korea,2020-02-09,25,3,0
Spain,2020-02-09,2,0,0
Sri Lanka,2020-02-09,1,1,0
Sweden,2020-02-09,1,0,0
Switzerland,2020-02-09,0,0,0
Taiwan,2020-02-09,18,1,0
Thailand,2020-02-09,32,10,0
UK,2020-02-09,3,0,0
US,2020-02-09,12,3,0
United Arab Emirates,2020-02-09,7,0,0
Vietnam,2020-02-09,13,1,0
 Azerbaijan,2020-02-10,0,0,0
Afghanistan,2020-02-10,0,0,0
Algeria,2020-02-10,0,0,0
Australia,2020-02-10,15,2,0
Austria,2020-02-10,0,0,0
Bahrain,2020-02-10,0,0,0
Belarus,2020-02-10,0,0,0
Belgium,2020-02-10,1,0,0
Brazil,2020-02-10,0,0,0
Cambodia,2020-02-10,1,0,0
Canada,2020-02-10,7,0,0
Croatia,2020-02-10,0,0,0
Denmark,2020-02-10,0,0,0
Egypt,2020-02-10,0,0,0
Estonia,2020-02-10,0,0,0
Finland,2020-02-10,1,0,0
France,2020-02-10,11,0,0
Georgia,2020-02-10,0,0,0
Germany,2020-02-10,14,0,0
Greece,2020-02-10,0,0,0
Hong Kong,2020-02-10,38,0,1
Iceland,2020-02-10,0,0,0
India,2020-02-10,3,0,0
Iran,2020-02-10,0,0,0
Iraq,2020-02-10,0,0,0
Israel,2020-02-10,0,0,0
Italy,2020-02-10,3,0,0
Japan,2020-02-10,26,4,0
Kuwait,2020-02-10,0,0,0
Lebanon,2020-02-10,0,0,0
Lithuania,2020-02-10,0,0,0
Macau,2020-02-10,10,1,0
Mainland China,2020-02-10,42306,3917,1011
Malaysia,2020-02-10,18,1,0
Mexico,2020-02-10,0,0,0
Nepal,2020-02-10,1,0,0
Netherlands,2020-02-10,0,0,0
New Zealand,2020-02-10,0,0,0
Nigeria,2020-02-10,0,0,0
North Ireland,2020-02-10,0,0,0
North Macedonia,2020-02-10,0,0,0
Norway,2020-02-10,0,0,0
Oman,2020-02-10,0,0,0
Others,2020-02-10,135,0,0
Pakistan,2020-02-10,0,0,0
Philippines,2020-02-10,3,0,1
Romania,2020-02-10,0,0,0
Russia,2020-02-10,2,0,0
San Marino,2020-02-10,0,0,0
Singapore,2020-02-10,45,2,0
South Korea,2020-02-10,27,3,0
Spain,2020-02-10,2,0,0
Sri Lanka,2020-02-10,1,1,0
Sweden,2020-02-10,1,0,0
Switzerland,2020-02-10,0,0,0
Taiwan,2020-02-10,18,1,0
Thailand,2020-02-10,32,10,0
UK,2020-02-10,8,0,0
US,2020-02-10,12,3,0
United Arab Emirates,2020-02-10,8,0,0
Vietnam,2020-02-10,14,1,0
 Azerbaijan,2020-02-11,0,0,0
Afghanistan,2020-02-11,0,0,0
Algeria,2020-02-11,0,0,0
Australia,2020-02-11,15,2,0
Austria,2020-02-11,0,0,0
Bahrain,2020-02-11,0,0,0
Belarus,2020-02-11,0,0,0
Belgium,2020-02-11,1,0,0
Brazil,2020-02-11,0,0,0
Cambodia,2020-02-11,1,0,0
Canada,2020-02-11,7,0,0
Croatia,2020-02-11,0,0,0
Denmark,2020-02-11,0,0,0
Egypt,2020-02-11,0,0,0
Estonia,2020-02-11,0,0,0
Finland,2020-02-11,1,0,0
France,2020-02-11,11,0,0
Georgia,2020-02-11,0,0,0
Germany,2020-02-11,16,0,0
Greece,2020-02-11,0,0,0
Hong Kong,2020-02-11,49,0,1
Iceland,2020-02-11,0,0,0
India,2020-02-11,3,0,0
Iran,2020-02-11,0,0,0
Iraq,2020-02-11,0,0,0
Israel,2020-02-11,0,0,0
Italy,2020-02-11,3,0,0
Japan,2020-02-11,26,9,0
Kuwait,2020-02-11,0,0,0
Lebanon,2020-02-11,0,0,0
Lithuania,2020-02-11,0,0,0
Macau,2020-02-11,10,1,0
Mainland China,2020-02-11,44327,4635,1111
Malaysia,2020-02-11,18,3,0
Mexico,2020-02-11,0,0,0
Nepal,2020-02-11,1,0,0
Netherlands,2020-02-11,0,0,0
New Zealand,2020-02-11,0,0,0
Nigeria,2020-02-11,0,0,0
North Ireland,2020-02-11,0,0,0
North Macedonia,2020-02-11,0,0,0
Norway,2020-02-11,0,0,0
Oman,2020-02-11,0,0,0
Others,2020-02-11,135,0,0
Pakistan,2020-02-11,0,0,0
Philippines,2020-02-11,3,0,1
Romania,2020-02-11,0,0,0
Russia,2020-02-11,2,0,0
San Marino,2020-02-11,0,0,0
Singapore,2020-02-11,47,9,0
South Korea,2020-02-11,28,3,0
Spain,2020-02-11,2,0,0
Sri Lanka,2020-02-11,1,1,0
Sweden,2020-02-11,1,0,0
Switzerland,2020-02-11,0,0,0
Taiwan,2020-02-11,18,1,0
Thailand,2020-02-11,33,10,0
UK,2020-02-11,8,0,0
US,2020-02-11,13,3,0
United Arab Emirates,2020-02-11,8,0,0
Vietnam,2020-02-11,15,6,0
 Azerbaijan,2020-02-12,0,0,0
Afghanistan,2020-02-12,0,0,0
Algeria,2020-02-12,0,0,0
Australia,2020-02-12,15,2,0
Austria,2020-02-12,0,0,0
Bahrain,2020-02-12,0,0,0
Belarus,2020-02-12,0,0,0
Belgium,2020-02-12,1,0,0
Brazil,2020-02-12,0,0,0
Cambodia,2020-02-12,1,1,0
Canada,2020-02-12,7,1,0
Croatia,2020-02-12,0,0,0
Denmark,2020-02-12,0,0,0
Egypt,2020-02-12,0,0,0
Estonia,2020-02-12,0,0,0
Finland,2020-02-12,1,1,0
France,2020-02-12,11,2,0
Georgia,2020-02-12,0,0,0
Germany,2020-02-12,16,0,0
Greece,2020-02-12,0,0,0
Hong Kong,2020-02-12,50,1,1
Iceland,2020-02-12,0,0,0
India,2020-02-12,3,0,0
Iran,2020-02-12,0,0,0
Iraq,2020-02-12,0,0,0
Israel,2020-02-12,0,0,0
Italy,2020-02-12,3,0,0
Japan,2020-02-12,28,9,0
Kuwait,2020-02-12,0,0,0
Lebanon,2020-02-12,0,0,0
Lithuania,2020-02-12,0,0,0
Macau,2020-02-12,10,2,0
Mainland China,2020-02-12,44699,5079,1116
Malaysia,2020-02-12,18,3,0
Mexico,2020-02-12,0,0,0
Nepal,2020-02-12,1,1,0
Netherlands,2020-02-12,0,0,0
New Zealand,2020-02-12,0,0,0
Nigeria,2020-02-12,0,0,0
North Ireland,2020-02-12,0,0,0
North Macedonia,2020-02-12,0,0,0
Norway,2020-02-12,0,0,0
Oman,2020-02-12,0,0,0
Others,2020-02-12,175,0,0
Pakistan,2020-02-12,0,0,0
Philippines,2020-02-12,3,1,1
Romania,2020-02-12,0,0,0
Russia,2020-02-12,2,2,0
San Marino,2020-02-12,0,0,0
Singapore,2020-02-12,50,15,0
South Korea,2020-02-12,28,7,0
Spain,2020-02-12,2,0,0
Sri Lanka,2020-02-12,1,1,0
Sweden,2020-02-12,1,0,0
Switzerland,2020-02-12,0,0,0
Taiwan,2020-02-12,18,1,0
Thailand,2020-02-12,33,10,0
UK,2020-02-12,9,1,0
US,2020-02-12,13,3,0
United Arab Emirates,2020-02-12,8,1,0
Vietnam,2020-02-12,15,6,0
 Azerbaijan,2020-02-13,0,0,0
Afghanistan,2020-02-13,0,0,0
Algeria,2020-02-13,0,0,0
Australia,2020-02-13,15,8,0
Austria,2020-02-13,0,0,0
Bahrain,2020-02-13,0,0,0
Belarus,2020-02-13,0,0,0
Belgium,2020-02-13,1,0,0
Brazil,2020-02-13,0,0,0
Cambodia,2020-02-13,1,1,0
Canada,2020-02-13,7,1,0
Croatia,2020-02-13,0,0,0
Denmark,2020-02-13,0,0,0
Egypt,2020-02-13,0,0,0
Estonia,2020-02-13,0,0,0
Finland,2020-02-13,1,1,0
France,2020-02-13,11,2,0
Georgia,2020-02-13,0,0,0
Germany,2020-02-13,16,1,0
Greece,2020-02-13,0,0,0
Hong Kong,2020-02-13,53,1,1
Iceland,2020-02-13,0,0,0
India,2020-02-13,3,0,0
Iran,2020-02-13,0,0,0
Iraq,2020-02-13,0,0,0
Israel,2020-02-13,0,0,0
Italy,2020-02-13,3,0,0
Japan,2020-02-13,28,9,1
Kuwait,2020-02-13,0,0,0
Lebanon,2020-02-13,0,0,0
Lithuania,2020-02-13,0,0,0
Macau,2020-02-13,10,3,0
Mainland China,2020-02-13,59832,6213,1368
Malaysia,2020-02-13,19,3,0
Mexico,2020-02-13,0,0,0
Nepal,2020-02-13,1,1,0
Netherlands,2020-02-13,0,0,0
New Zealand,2020-02-13,0,0,0
Nigeria,2020-02-13,0,0,0
North Ireland,2020-02-13,0,0,0
North Macedonia,2020-02-13,0,0,0
Norway,2020-02-13,0,0,0
Oman,2020-02-13,0,0,0
Others,2020-02-13,175,0,0
Pakistan,2020-02-13,0,0,0
Philippines,2020-02-13,3,1,1
Romania,2020-02-13,0,0,0
Russia,2020-02-13,2,2,0
San Marino,2020-02-13,0,0,0
Singapore,2020-02-13,58,15,0
South Korea,2020-02-13,28,7,0
Spain,2020-02-13,2,0,0
Sri Lanka,2020-02-13,1,1,0
Sweden,2020-02-13,1,0,0
Switzerland,2020-02-13,0,0,0
Taiwan,2020-02-13,18,1,0
Thailand,2020-02-13,33,12,0
UK,2020-02-13,9,1,0
US,2020-02-13,15,3,0
United Arab Emirates,2020-02-13,8,1,0
Vietnam,2020-02-13,16,7,0
 Azerbaijan,2020-02-14,0,0,0
Afghanistan,2020-02-14,0,0,0
Algeria,2020-02-14,0,0,0
Australia,2020-02-14,15,8,0
Austria,2020-02-14,0,0,0
Bahrain,2020-02-14,0,0,0
Belarus,2020-02-14,0,0,0
Belgium,2020-02-14,1,0,0
Brazil,2020-02-14,0,0,0
Cambodia,2020-02-14,1,1,0
Canada,2020-02-14,7,1,0
Croatia,2020-02-14,0,0,0
Denmark,2020-02-14,0,0,0
Egypt,2020-02-14,1,0,0
Estonia,2020-02-14,0,0,0
Finland,2020-02-14,1,1,0
France,2020-02-14,11,2,0
Georgia,2020-02-14,0,0,0
Germany,2020-02-14,16,1,0
Greece,2020-02-14,0,0,0
Hong Kong,2020-02-14,56,1,1
Iceland,2020-02-14,0,0,0
India,2020-02-14,3,0,0
Iran,2020-02-14,0,0,0
Iraq,2020-02-14,0,0,0
Israel,2020-02-14,0,0,0
Italy,2020-02-14,3,0,0
Japan,2020-02-14,29,9,1
Kuwait,2020-02-14,0,0,0
Lebanon,2020-02-14,0,0,0
Lithuania,2020-02-14,0,0,0
Macau,2020-02-14,10,3,0
Mainland China,2020-02-14,66292,7973,1520
Malaysia,2020-02-14,19,3,0
Mexico,2020-02-14,0,0,0
Nepal,2020-02-14,1,1,0
Netherlands,2020-02-14,0,0,0
New Zealand,2020-02-14,0,0,0
Nigeria,2020-02-14,0,0,0
North Ireland,2020-02-14,0,0,0
North Macedonia,2020-02-14,0,0,0
Norway,2020-02-14,0,0,0
Oman,2020-02-14,0,0,0
Others,2020-02-14,218,0,0
Pakistan,2020-02-14,0,0,0
Philippines,2020-02-14,3,1,1
Romania,2020-02-14,0,0,0
Russia,2020-02-14,2,2,0
San Marino,2020-02-14,0,0,0
Singapore,2020-02-14,67,17,0
South Korea,2020-02-14,28,7,0
Spain,2020-02-14,2,0,0
Sri Lanka,2020-02-14,1,1,0
Sweden,2020-02-14,1,0,0
Switzerland,2020-02-14,0,0,0
Taiwan,2020-02-14,18,2,0
Thailand,2020-02-14,33,12,0
UK,2020-02-14,9,1,0
US,2020-02-14,15,3,0
United Arab Emirates,2020-02-14,8,1,0
Vietnam,2020-02-14,16,7,0
 Azerbaijan,2020-02-15,0,0,0
Afghanistan,2020-02-15,0,0,0
Algeria,2020-02-15,0,0,0
Australia,2020-02-15,15,8,0
Austria,2020-02-15,0,0,0
Bahrain,2020-02-15,0,0,0
Belarus,2020-02-15,0,0,0
Belgium,2020-02-15,1,0,0
Brazil,2020-02-15,0,0,0
Cambodia,2020-02-15,1,1,0
Canada,2020-02-15,7,1,0
Croatia,2020-02-15,0,0,0
Denmark,2020-02-15,0,0,0
Egypt,2020-02-15,1,0,0
Estonia,2020-02-15,0,0,0
Finland,2020-02-15,1,1,0
France,2020-02-15,12,4,1
Georgia,2020-02-15,0,0,0
Germany,2020-02-15,16,1,0
Greece,2020-02-15,0,0,0
Hong Kong,2020-02-15,56,1,1
Iceland,2020-02-15,0,0,0
India,2020-02-15,3,0,0
Iran,2020-02-15,0,0,0
Iraq,2020-02-15,0,0,0
Israel,2020-02-15,0,0,0
Italy,2020-02-15,3,0,0
Japan,2020-02-15,43,12,1
Kuwait,2020-02-15,0,0,0
Lebanon,2020-02-15,0,0,0
Lithuania,2020-02-15,0,0,0
Macau,2020-02-15,10,3,0
Mainland China,2020-02-15,68347,9294,1662
Malaysia,2020-02-15,22,7,0
Mexico,2020-02-15,0,0,0
Nepal,2020-02-15,1,1,0
Netherlands,2020-02-15,0,0,0
New Zealand,2020-02-15,0,0,0
Nigeria,2020-02-15,0,0,0
North Ireland,2020-02-15,0,0,0
North Macedonia,2020-02-15,0,0,0
Norway,2020-02-15,0,0,0
Oman,2020-02-15,0,0,0
Others,2020-02-15,285,0,0
Pakistan,2020-02-15,0,0,0
Philippines,2020-02-15,3,1,1
Romania,2020-02-15,0,0,0
Russia,2020-02-15,2,2,0
San Marino,2020-02-15,0,0,0
Singapore,2020-02-15,72,18,0
South Korea,2020-02-15,28,9,0
Spain,2020-02-15,2,2,0
Sri Lanka,2020-02-15,1,1,0
Sweden,2020-02-15,1,0,0
Switzerland,2020-02-15,0,0,0
Taiwan,2020-02-15,18,2,0
Thailand,2020-02-15,33,12,0
UK,2020-02-15,9,1,0
US,2020-02-15,15,3,0
United Arab Emirates,2020-02-15,8,3,0
Vietnam,2020-02-15,16,7,0
 Azerbaijan,2020-02-16,0,0,0
Afghanistan,2020-02-16,0,0,0
Algeria,2020-02-16,0,0,0
Australia,2020-02-16,15,8,0
Austria,2020-02-16,0,0,0
Bahrain,2020-02-16,0,0,0
Belarus,2020-02-16,0,0,0
Belgium,2020-02-16,1,0,0
Brazil,2020-02-16,0,0,0
Cambodia,2020-02-16,1,1,0
Canada,2020-02-16,7,1,0
Croatia,2020-02-16,0,0,0
Denmark,2020-02-16,0,0,0
Egypt,2020-02-16,1,0,0
Estonia,2020-02-16,0,0,0
Finland,2020-02-16,1,1,0
France,2020-02-16,12,4,1
Georgia,2020-02-16,0,0,0
Germany,2020-02-16,16,1,0
