Country,Country_Code,Time_Stamp,Cases
Australia,AUS,2/7/2020,15
Austria,AUT,2/7/2020,0
Bahrain,BHR,2/7/2020,0
Belgium,BEL,2/7/2020,1
Brazil,BRA,2/7/2020,0
Cambodia,KHM,2/7/2020,1
Canada,CAN,2/7/2020,7
Croatia,HRV,2/7/2020,0
Egypt,EGY,2/7/2020,0
Finland,FIN,2/7/2020,1
France,FRA,2/7/2020,6
Georgia,GEO,2/7/2020,0
Germany,DEU,2/7/2020,13
Greece,GRC,2/7/2020,0
Hong Kong,HKG,2/7/2020,25
India,IND,2/7/2020,3
"Iran, Islamic Republic of",IRN,2/7/2020,0
Iraq,IRQ,2/7/2020,0
Israel,ISR,2/7/2020,0
Italy,ITA,2/7/2020,3
Japan,JPN,2/7/2020,25
Kuwait,KWT,2/7/2020,0
Lebanon,LBN,2/7/2020,0
Macao,MAC,2/7/2020,10
Malaysia,MYS,2/7/2020,12
Nepal,NPL,2/7/2020,1
North Macedonia,MKD,2/7/2020,0
Norway,NOR,2/7/2020,0
Oman,OMN,2/7/2020,0
Pakistan,PAK,2/7/2020,0
Philippines,PHL,2/7/2020,3
Romania,ROU,2/7/2020,0
Russian Federation,RUS,2/7/2020,2
Singapore,SGP,2/7/2020,30
"Korea, Republic of",KOR,2/7/2020,24
Spain,ESP,2/7/2020,1
Sri Lanka,LKA,2/7/2020,1
Sweden,SWE,2/7/2020,1
Switzerland,CHE,2/7/2020,0
"Taiwan, Province of China",TWN,2/7/2020,16
Thailand,THA,2/7/2020,25
United Kingdom,GBR,2/7/2020,3
United States,USA,2/7/2020,12
United Arab Emirates,ARE,2/7/2020,5
Viet Nam,VNM,2/7/2020,10
Afghanistan,AFG,2/8/2020,0
Algeria,DZA,2/8/2020,0
Australia,AUS,2/8/2020,15
Austria,AUT,2/8/2020,0
Bahrain,BHR,2/8/2020,0
Belgium,BEL,2/8/2020,1
Brazil,BRA,2/8/2020,0
Cambodia,KHM,2/8/2020,1
Canada,CAN,2/8/2020,7
Croatia,HRV,2/8/2020,0
Egypt,EGY,2/8/2020,0
Finland,FIN,2/8/2020,1
France,FRA,2/8/2020,11
Georgia,GEO,2/8/2020,0
Germany,DEU,2/8/2020,13
Greece,GRC,2/8/2020,0
Hong Kong,HKG,2/8/2020,26
India,IND,2/8/2020,3
"Iran, Islamic Republic of",IRN,2/8/2020,0
Iraq,IRQ,2/8/2020,0
Israel,ISR,2/8/2020,0
Italy,ITA,2/8/2020,3
Japan,JPN,2/8/2020,25
Kuwait,KWT,2/8/2020,0
Lebanon,LBN,2/8/2020,0
Macao,MAC,2/8/2020,10
Malaysia,MYS,2/8/2020,16
Nepal,NPL,2/8/2020,1
North Macedonia,MKD,2/8/2020,0
Norway,NOR,2/8/2020,0
Oman,OMN,2/8/2020,0
Pakistan,PAK,2/8/2020,0
Philippines,PHL,2/8/2020,3
Romania,ROU,2/8/2020,0
Russian Federation,RUS,2/8/2020,2
Singapore,SGP,2/8/2020,33
"Korea, Republic of",KOR,2/8/2020,24
Spain,ESP,2/8/2020,1
Sri Lanka,LKA,2/8/2020,1
Sweden,SWE,2/8/2020,1
Switzerland,CHE,2/8/2020,0
"Taiwan, Province of China",TWN,2/8/2020,17
Thailand,THA,2/8/2020,32
United Kingdom,GBR,2/8/2020,3
United States,USA,2/8/2020,12
United Arab Emirates,ARE,2/8/2020,7
Viet Nam,VNM,2/8/2020,13
Afghanistan,AFG,2/9/2020,0
Algeria,DZA,2/9/2020,0
Australia,AUS,2/9/2020,15
Austria,AUT,2/9/2020,0
Bahrain,BHR,2/9/2020,0
Belgium,BEL,2/9/2020,1
Brazil,BRA,2/9/2020,0
Cambodia,KHM,2/9/2020,1
Canada,CAN,2/9/2020,7
Croatia,HRV,2/9/2020,0
Egypt,EGY,2/9/2020,0
Finland,FIN,2/9/2020,1
France,FRA,2/9/2020,11
Georgia,GEO,2/9/2020,0
Germany,DEU,2/9/2020,14
Greece,GRC,2/9/2020,0
Hong Kong,HKG,2/9/2020,29
India,IND,2/9/2020,3
"Iran, Islamic Republic of",IRN,2/9/2020,0
Iraq,IRQ,2/9/2020,0
Israel,ISR,2/9/2020,0
Italy,ITA,2/9/2020,3
Japan,JPN,2/9/2020,26
Kuwait,KWT,2/9/2020,0
Lebanon,LBN,2/9/2020,0
Macao,MAC,2/9/2020,10
Malaysia,MYS,2/9/2020,16
Nepal,NPL,2/9/2020,1
North Macedonia,MKD,2/9/2020,0
Norway,NOR,2/9/2020,0
Oman,OMN,2/9/2020,0
Pakistan,PAK,2/9/2020,0
Philippines,PHL,2/9/2020,3
Romania,ROU,2/9/2020,0
Russian Federation,RUS,2/9/2020,2
Singapore,SGP,2/9/2020,40
"Korea, Republic of",KOR,2/9/2020,25
Spain,ESP,2/9/2020,2
Sri Lanka,LKA,2/9/2020,1
Sweden,SWE,2/9/2020,1
Switzerland,CHE,2/9/2020,0
"Taiwan, Province of China",TWN,2/9/2020,18
Thailand,THA,2/9/2020,32
United Kingdom,GBR,2/9/2020,3
United States,USA,2/9/2020,12
United Arab Emirates,ARE,2/9/2020,7
Viet Nam,VNM,2/9/2020,13
Afghanistan,AFG,2/10/2020,0
Algeria,DZA,2/10/2020,0
Australia,AUS,2/10/2020,15
Austria,AUT,2/10/2020,0
Bahrain,BHR,2/10/2020,0
Belgium,BEL,2/10/2020,1
Brazil,BRA,2/10/2020,0
Cambodia,KHM,2/10/2020,1
Canada,CAN,2/10/2020,7
Croatia,HRV,2/10/2020,0
Egypt,EGY,2/10/2020,0
Finland,FIN,2/10/2020,1
France,FRA,2/10/2020,11
Georgia,GEO,2/10/2020,0
Germany,DEU,2/10/2020,14
Greece,GRC,2/10/2020,0
Hong Kong,HKG,2/10/2020,38
India,IND,2/10/2020,3
"Iran, Islamic Republic of",IRN,2/10/2020,0
Iraq,IRQ,2/10/2020,0
Israel,ISR,2/10/2020,0
Italy,ITA,2/10/2020,3
Japan,JPN,2/10/2020,26
Kuwait,KWT,2/10/2020,0
Lebanon,LBN,2/10/2020,0
Macao,MAC,2/10/2020,10
Malaysia,MYS,2/10/2020,18
Nepal,NPL,2/10/2020,1
North Macedonia,MKD,2/10/2020,0
Norway,NOR,2/10/2020,0
Oman,OMN,2/10/2020,0
Pakistan,PAK,2/10/2020,0
Philippines,PHL,2/10/2020,3
Romania,ROU,2/10/2020,0
Russian Federation,RUS,2/10/2020,2
Singapore,SGP,2/10/2020,45
"Korea, Republic of",KOR,2/10/2020,27
Spain,ESP,2/10/2020,2
Sri Lanka,LKA,2/10/2020,1
Sweden,SWE,2/10/2020,1
Switzerland,CHE,2/10/2020,0
"Taiwan, Province of China",TWN,2/10/2020,18
Thailand,THA,2/10/2020,32
United Kingdom,GBR,2/10/2020,8
United States,USA,2/10/2020,12
United Arab Emirates,ARE,2/10/2020,8
Viet Nam,VNM,2/10/2020,14
Afghanistan,AFG,2/11/2020,0
Algeria,DZA,2/11/2020,0
Australia,AUS,2/11/2020,15
Austria,AUT,2/11/2020,0
Bahrain,BHR,2/11/2020,0
Belgium,BEL,2/11/2020,1
Brazil,BRA,2/11/2020,0
Cambodia,KHM,2/11/2020,1
Canada,CAN,2/11/2020,7
Croatia,HRV,2/11/2020,0
Egypt,EGY,2/11/2020,0
Finland,FIN,2/11/2020,1
France,FRA,2/11/2020,11
Georgia,GEO,2/11/2020,0
Germany,DEU,2/11/2020,16
Greece,GRC,2/11/2020,0
Hong Kong,HKG,2/11/2020,49
India,IND,2/11/2020,3
"Iran, Islamic Republic of",IRN,2/11/2020,0
Iraq,IRQ,2/11/2020,0
Israel,ISR,2/11/2020,0
Italy,ITA,2/11/2020,3
Japan,JPN,2/11/2020,26
Kuwait,KWT,2/11/2020,0
Lebanon,LBN,2/11/2020,0
Macao,MAC,2/11/2020,10
Malaysia,MYS,2/11/2020,18
Nepal,NPL,2/11/2020,1
North Macedonia,MKD,2/11/2020,0
Norway,NOR,2/11/2020,0
Oman,OMN,2/11/2020,0
Pakistan,PAK,2/11/2020,0
Philippines,PHL,2/11/2020,3
Romania,ROU,2/11/2020,0
Russian Federation,RUS,2/11/2020,2
Singapore,SGP,2/11/2020,47
"Korea, Republic of",KOR,2/11/2020,28
Spain,ESP,2/11/2020,2
Sri Lanka,LKA,2/11/2020,1
Sweden,SWE,2/11/2020,1
Switzerland,CHE,2/11/2020,0
"Taiwan, Province of China",TWN,2/11/2020,18
Thailand,THA,2/11/2020,33
United Kingdom,GBR,2/11/2020,8
United States,USA,2/11/2020,13
United Arab Emirates,ARE,2/11/2020,8
Viet Nam,VNM,2/11/2020,15
Afghanistan,AFG,2/12/2020,0
Algeria,DZA,2/12/2020,0
Australia,AUS,2/12/2020,15
Austria,AUT,2/12/2020,0
Bahrain,BHR,2/12/2020,0
Belgium,BEL,2/12/2020,1
Brazil,BRA,2/12/2020,0
Cambodia,KHM,2/12/2020,1
Canada,CAN,2/12/2020,7
Croatia,HRV,2/12/2020,0
Egypt,EGY,2/12/2020,0
Finland,FIN,2/12/2020,1
France,FRA,2/12/2020,11
Georgia,GEO,2/12/2020,0
Germany,DEU,2/12/2020,16
Greece,GRC,2/12/2020,0
Hong Kong,HKG,2/12/2020,50
India,IND,2/12/2020,3
"Iran, Islamic Republic of",IRN,2/12/2020,0
Iraq,IRQ,2/12/2020,0
Israel,ISR,2/12/2020,0
Italy,ITA,2/12/2020,3
Japan,JPN,2/12/2020,28
Kuwait,KWT,2/12/2020,0
Lebanon,LBN,2/12/2020,0
Macao,MAC,2/12/2020,10
Malaysia,MYS,2/12/2020,18
Nepal,NPL,2/12/2020,1
North Macedonia,MKD,2/12/2020,0
Norway,NOR,2/12/2020,0
Oman,OMN,2/12/2020,0
Pakistan,PAK,2/12/2020,0
Philippines,PHL,2/12/2020,3
Romania,ROU,2/12/2020,0
Russian Federation,RUS,2/12/2020,2
Singapore,SGP,2/12/2020,50
"Korea, Republic of",KOR,2/12/2020,28
Spain,ESP,2/12/2020,2
Sri Lanka,LKA,2/12/2020,1
Sweden,SWE,2/12/2020,1
Switzerland,CHE,2/12/2020,0
"Taiwan, Province of China",TWN,2/12/2020,18
Thailand,THA,2/12/2020,33
United Kingdom,GBR,2/12/2020,9
United States,USA,2/12/2020,13
United Arab Emirates,ARE,2/12/2020,8
Viet Nam,VNM,2/12/2020,15
Afghanistan,AFG,2/13/2020,0
Algeria,DZA,2/13/2020,0
Australia,AUS,2/13/2020,15
Austria,AUT,2/13/2020,0
Bahrain,BHR,2/13/2020,0
Belgium,BEL,2/13/2020,1
Brazil,BRA,2/13/2020,0
Cambodia,KHM,2/13/2020,1
Canada,CAN,2/13/2020,7
Croatia,HRV,2/13/2020,0
Egypt,EGY,2/13/2020,0
Finland,FIN,2/13/2020,1
France,FRA,2/13/2020,11
Georgia,GEO,2/13/2020,0
Germany,DEU,2/13/2020,16
Greece,GRC,2/13/2020,0
Hong Kong,HKG,2/13/2020,53
India,IND,2/13/2020,3
"Iran, Islamic Republic of",IRN,2/13/2020,0
Iraq,IRQ,2/13/2020,0
Israel,ISR,2/13/2020,0
Italy,ITA,2/13/2020,3
Japan,JPN,2/13/2020,28
Kuwait,KWT,2/13/2020,0
Lebanon,LBN,2/13/2020,0
Macao,MAC,2/13/2020,10
Malaysia,MYS,2/13/2020,19
Nepal,NPL,2/13/2020,1
North Macedonia,MKD,2/13/2020,0
Norway,NOR,2/13/2020,0
Oman,OMN,2/13/2020,0
Pakistan,PAK,2/13/2020,0
Philippines,PHL,2/13/2020,3
Romania,ROU,2/13/2020,0
Russian Federation,RUS,2/13/2020,2
Singapore,SGP,2/13/2020,58
"Korea, Republic of",KOR,2/13/2020,28
Spain,ESP,2/13/2020,2
Sri Lanka,LKA,2/13/2020,1
Sweden,SWE,2/13/2020,1
Switzerland,CHE,2/13/2020,0
"Taiwan, Province of China",TWN,2/13/2020,18
Thailand,THA,2/13/2020,33
United Kingdom,GBR,2/13/2020,9
United States,USA,2/13/2020,15
United Arab Emirates,ARE,2/13/2020,8
Viet Nam,VNM,2/13/2020,16
Afghanistan,AFG,2/14/2020,0
Algeria,DZA,2/14/2020,0
Australia,AUS,2/14/2020,15
Austria,AUT,2/14/2020,0
Bahrain,BHR,2/14/2020,0
Belgium,BEL,2/14/2020,1
Brazil,BRA,2/14/2020,0
Cambodia,KHM,2/14/2020,1
Canada,CAN,2/14/2020,7
Croatia,HRV,2/14/2020,0
Egypt,EGY,2/14/2020,1
Finland,FIN,2/14/2020,1
France,FRA,2/14/2020,11
Georgia,GEO,2/14/2020,0
Germany,DEU,2/14/2020,16
Greece,GRC,2/14/2020,0
Hong Kong,HKG,2/14/2020,56
India,IND,2/14/2020,3
"Iran, Islamic Republic of",IRN,2/14/2020,0
Iraq,IRQ,2/14/2020,0
Israel,ISR,2/14/2020,0
Italy,ITA,2/14/2020,3
Japan,JPN,2/14/2020,29
Kuwait,KWT,2/14/2020,0
Lebanon,LBN,2/14/2020,0
Macao,MAC,2/14/2020,10
Malaysia,MYS,2/14/2020,19
Nepal,NPL,2/14/2020,1
North Macedonia,MKD,2/14/2020,0
Norway,NOR,2/14/2020,0
Oman,OMN,2/14/2020,0
Pakistan,PAK,2/14/2020,0
Philippines,PHL,2/14/2020,3
Romania,ROU,2/14/2020,0
Russian Federation,RUS,2/14/2020,2
Singapore,SGP,2/14/2020,67
"Korea, Republic of",KOR,2/14/2020,28
Spain,ESP,2/14/2020,2
Sri Lanka,LKA,2/14/2020,1
Sweden,SWE,2/14/2020,1
Switzerland,CHE,2/14/2020,0
"Taiwan, Province of China",TWN,2/14/2020,18
Thailand,THA,2/14/2020,33
United Kingdom,GBR,2/14/2020,9
United States,USA,2/14/2020,15
United Arab Emirates,ARE,2/14/2020,8
Viet Nam,VNM,2/14/2020,16
Afghanistan,AFG,2/15/2020,0
Algeria,DZA,2/15/2020,0
Australia,AUS,2/15/2020,15
Austria,AUT,2/15/2020,0
Bahrain,BHR,2/15/2020,0
Belgium,BEL,2/15/2020,1
Brazil,BRA,2/15/2020,0
Cambodia,KHM,2/15/2020,1
Canada,CAN,2/15/2020,7
Croatia,HRV,2/15/2020,0
Egypt,EGY,2/15/2020,1
Finland,FIN,2/15/2020,1
France,FRA,2/15/2020,12
Georgia,GEO,2/15/2020,0
Germany,DEU,2/15/2020,16
Greece,GRC,2/15/2020,0
Hong Kong,HKG,2/15/2020,56
India,IND,2/15/2020,3
"Iran, Islamic Republic of",IRN,2/15/2020,0
Iraq,IRQ,2/15/2020,0
Israel,ISR,2/15/2020,0
Italy,ITA,2/15/2020,3
Japan,JPN,2/15/2020,43
Kuwait,KWT,2/15/2020,0
Lebanon,LBN,2/15/2020,0
Macao,MAC,2/15/2020,10
Malaysia,MYS,2/15/2020,22
Nepal,NPL,2/15/2020,1
North Macedonia,MKD,2/15/2020,0
Norway,NOR,2/15/2020,0
Oman,OMN,2/15/2020,0
Pakistan,PAK,2/15/2020,0
Philippines,PHL,2/15/2020,3
Romania,ROU,2/15/2020,0
Russian Federation,RUS,2/15/2020,2
Singapore,SGP,2/15/2020,72
"Korea, Republic of",KOR,2/15/2020,28
Spain,ESP,2/15/2020,2
Sri Lanka,LKA,2/15/2020,1
Sweden,SWE,2/15/2020,1
Switzerland,CHE,2/15/2020,0
"Taiwan, Province of China",TWN,2/15/2020,18
Thailand,THA,2/15/2020,33
United Kingdom,GBR,2/15/2020,9
United States,USA,2/15/2020,15
United Arab Emirates,ARE,2/15/2020,8
Viet Nam,VNM,2/15/2020,16
Afghanistan,AFG,2/16/2020,0
Algeria,DZA,2/16/2020,0
Australia,AUS,2/16/2020,15
Austria,AUT,2/16/2020,0
Bahrain,BHR,2/16/2020,0
Belgium,BEL,2/16/2020,1
Brazil,BRA,2/16/2020,0
Cambodia,KHM,2/16/2020,1
Canada,CAN,2/16/2020,7
Croatia,HRV,2/16/2020,0
Egypt,EGY,2/16/2020,1
Finland,FIN,2/16/2020,1
France,FRA,2/16/2020,12
Georgia,GEO,2/16/2020,0
Germany,DEU,2/16/2020,16
Greece,GRC,2/16/2020,0
Hong Kong,HKG,2/16/2020,57
India,IND,2/16/2020,3
"Iran, Islamic Republic of",IRN,2/16/2020,0
Iraq,IRQ,2/16/2020,0
Israel,ISR,2/16/2020,0
Italy,ITA,2/16/2020,3
Japan,JPN,2/16/2020,59
Kuwait,KWT,2/16/2020,0
Lebanon,LBN,2/16/2020,0
Macao,MAC,2/16/2020,10
Malaysia,MYS,2/16/2020,22
Nepal,NPL,2/16/2020,1
North Macedonia,MKD,2/16/2020,0
Norway,NOR,2/16/2020,0
Oman,OMN,2/16/2020,0
Pakistan,PAK,2/16/2020,0
Philippines,PHL,2/16/2020,3
Romania,ROU,2/16/2020,0
Russian Federation,RUS,2/16/2020,2
Singapore,SGP,2/16/2020,75
"Korea, Republic of",KOR,2/16/2020,29
Spain,ESP,2/16/2020,2
Sri Lanka,LKA,2/16/2020,1
Sweden,SWE,2/16/2020,1
Switzerland,CHE,2/16/2020,0
"Taiwan, Province of China",TWN,2/16/2020,20
Thailand,THA,2/16/2020,34
United Kingdom,GBR,2/16/2020,9
United States,USA,2/16/2020,15
United Arab Emirates,ARE,2/16/2020,9
Viet Nam,VNM,2/16/2020,16
Afghanistan,AFG,2/17/2020,0
Algeria,DZA,2/17/2020,0
Australia,AUS,2/17/2020,15
Austria,AUT,2/17/2020,0
Bahrain,BHR,2/17/2020,0
Belgium,BEL,2/17/2020,1
Brazil,BRA,2/17/2020,0
Cambodia,KHM,2/17/2020,1
Canada,CAN,2/17/2020,8
Croatia,HRV,2/17/2020,0
Egypt,EGY,2/17/2020,1
Finland,FIN,2/17/2020,1
France,FRA,2/17/2020,12
Georgia,GEO,2/17/2020,0
Germany,DEU,2/17/2020,16
Greece,GRC,2/17/2020,0
Hong Kong,HKG,2/17/2020,60
India,IND,2/17/2020,3
"Iran, Islamic Republic of",IRN,2/17/2020,0
Iraq,IRQ,2/17/2020,0
Israel,ISR,2/17/2020,0
Italy,ITA,2/17/2020,3
Japan,JPN,2/17/2020,66
Kuwait,KWT,2/17/2020,0
Lebanon,LBN,2/17/2020,0
Macao,MAC,2/17/2020,10
Malaysia,MYS,2/17/2020,22
Nepal,NPL,2/17/2020,1
North Macedonia,MKD,2/17/2020,0
Norway,NOR,2/17/2020,0
Oman,OMN,2/17/2020,0
Pakistan,PAK,2/17/2020,0
Philippines,PHL,2/17/2020,3
Romania,ROU,2/17/2020,0
Russian Federation,RUS,2/17/2020,2
Singapore,SGP,2/17/2020,77
"Korea, Republic of",KOR,2/17/2020,30
Spain,ESP,2/17/2020,2
Sri Lanka,LKA,2/17/2020,1
Sweden,SWE,2/17/2020,1
Switzerland,CHE,2/17/2020,0
"Taiwan, Province of China",TWN,2/17/2020,22
Thailand,THA,2/17/2020,35
United Kingdom,GBR,2/17/2020,9
United States,USA,2/17/2020,15
United Arab Emirates,ARE,2/17/2020,9
Viet Nam,VNM,2/17/2020,16
Afghanistan,AFG,2/18/2020,0
Algeria,DZA,2/18/2020,0
Australia,AUS,2/18/2020,15
Austria,AUT,2/18/2020,0
Bahrain,BHR,2/18/2020,0
Belgium,BEL,2/18/2020,1
Brazil,BRA,2/18/2020,0
Cambodia,KHM,2/18/2020,1
Canada,CAN,2/18/2020,8
Croatia,HRV,2/18/2020,0
Egypt,EGY,2/18/2020,1
Finland,FIN,2/18/2020,1
France,FRA,2/18/2020,12
Georgia,GEO,2/18/2020,0
Germany,DEU,2/18/2020,16
Greece,GRC,2/18/2020,0
Hong Kong,HKG,2/18/2020,62
India,IND,2/18/2020,3
"Iran, Islamic Republic of",IRN,2/18/2020,0
Iraq,IRQ,2/18/2020,0
Israel,ISR,2/18/2020,0
Italy,ITA,2/18/2020,3
Japan,JPN,2/18/2020,74
Kuwait,KWT,2/18/2020,0
Lebanon,LBN,2/18/2020,0
Macao,MAC,2/18/2020,10
Malaysia,MYS,2/18/2020,22
Nepal,NPL,2/18/2020,1
North Macedonia,MKD,2/18/2020,0
Norway,NOR,2/18/2020,0
Oman,OMN,2/18/2020,0
Pakistan,PAK,2/18/2020,0
Philippines,PHL,2/18/2020,3
Romania,ROU,2/18/2020,0
Russian Federation,RUS,2/18/2020,2
Singapore,SGP,2/18/2020,81
"Korea, Republic of",KOR,2/18/2020,31
Spain,ESP,2/18/2020,2
Sri Lanka,LKA,2/18/2020,1
Sweden,SWE,2/18/2020,1
Switzerland,CHE,2/18/2020,0
"Taiwan, Province of China",TWN,2/18/2020,22
Thailand,THA,2/18/2020,35
United Kingdom,GBR,2/18/2020,9
United States,USA,2/18/2020,15
United Arab Emirates,ARE,2/18/2020,9
Viet Nam,VNM,2/18/2020,16
Afghanistan,AFG,2/19/2020,0
Algeria,DZA,2/19/2020,0
Australia,AUS,2/19/2020,15
Austria,AUT,2/19/2020,0
Bahrain,BHR,2/19/2020,0
Belgium,BEL,2/19/2020,1
Brazil,BRA,2/19/2020,0
Cambodia,KHM,2/19/2020,1
Canada,CAN,2/19/2020,8
Croatia,HRV,2/19/2020,0
Egypt,EGY,2/19/2020,1
Finland,FIN,2/19/2020,1
France,FRA,2/19/2020,12
Georgia,GEO,2/19/2020,0
Germany,DEU,2/19/2020,16
Greece,GRC,2/19/2020,0
Hong Kong,HKG,2/19/2020,63
India,IND,2/19/2020,3
"Iran, Islamic Republic of",IRN,2/19/2020,2
Iraq,IRQ,2/19/2020,0
Israel,ISR,2/19/2020,0
Italy,ITA,2/19/2020,3
Japan,JPN,2/19/2020,84
Kuwait,KWT,2/19/2020,0
Lebanon,LBN,2/19/2020,0
Macao,MAC,2/19/2020,10
Malaysia,MYS,2/19/2020,22
Nepal,NPL,2/19/2020,1
North Macedonia,MKD,2/19/2020,0
Norway,NOR,2/19/2020,0
Oman,OMN,2/19/2020,0
Pakistan,PAK,2/19/2020,0
Philippines,PHL,2/19/2020,3
Romania,ROU,2/19/2020,0
Russian Federation,RUS,2/19/2020,2
Singapore,SGP,2/19/2020,84
"Korea, Republic of",KOR,2/19/2020,31
Spain,ESP,2/19/2020,2
Sri Lanka,LKA,2/19/2020,1
Sweden,SWE,2/19/2020,1
Switzerland,CHE,2/19/2020,0
"Taiwan, Province of China",TWN,2/19/2020,23
Thailand,THA,2/19/2020,35
United Kingdom,GBR,2/19/2020,9
United States,USA,2/19/2020,15
United Arab Emirates,ARE,2/19/2020,9
Viet Nam,VNM,2/19/2020,16
Afghanistan,AFG,2/20/2020,0
Algeria,DZA,2/20/2020,0
Australia,AUS,2/20/2020,15
Austria,AUT,2/20/2020,0
Bahrain,BHR,2/20/2020,0
Belgium,BEL,2/20/2020,1
Brazil,BRA,2/20/2020,0
Cambodia,KHM,2/20/2020,1
Canada,CAN,2/20/2020,8
Croatia,HRV,2/20/2020,0
Egypt,EGY,2/20/2020,1
Finland,FIN,2/20/2020,1
France,FRA,2/20/2020,12
Georgia,GEO,2/20/2020,0
Germany,DEU,2/20/2020,16
Greece,GRC,2/20/2020,0
Hong Kong,HKG,2/20/2020,68
India,IND,2/20/2020,3
"Iran, Islamic Republic of",IRN,2/20/2020,5
Iraq,IRQ,2/20/2020,0
Israel,ISR,2/20/2020,0
Italy,ITA,2/20/2020,3
Japan,JPN,2/20/2020,94
Kuwait,KWT,2/20/2020,0
Lebanon,LBN,2/20/2020,0
Macao,MAC,2/20/2020,10
Malaysia,MYS,2/20/2020,22
Nepal,NPL,2/20/2020,1
North Macedonia,MKD,2/20/2020,0
Norway,NOR,2/20/2020,0
Oman,OMN,2/20/2020,0
Pakistan,PAK,2/20/2020,0
Philippines,PHL,2/20/2020,3
Romania,ROU,2/20/2020,0
Russian Federation,RUS,2/20/2020,2
Singapore,SGP,2/20/2020,84
"Korea, Republic of",KOR,2/20/2020,104
Spain,ESP,2/20/2020,2
Sri Lanka,LKA,2/20/2020,1
Sweden,SWE,2/20/2020,1
Switzerland,CHE,2/20/2020,0
"Taiwan, Province of China",TWN,2/20/2020,24
Thailand,THA,2/20/2020,35
United Kingdom,GBR,2/20/2020,9
United States,USA,2/20/2020,15
United Arab Emirates,ARE,2/20/2020,9
Viet Nam,VNM,2/20/2020,16
Afghanistan,AFG,2/21/2020,0
Algeria,DZA,2/21/2020,0
Australia,AUS,2/21/2020,19
Austria,AUT,2/21/2020,0
Bahrain,BHR,2/21/2020,0
Belgium,BEL,2/21/2020,1
Brazil,BRA,2/21/2020,0
Cambodia,KHM,2/21/2020,1
Canada,CAN,2/21/2020,9
Croatia,HRV,2/21/2020,0
Egypt,EGY,2/21/2020,1
Finland,FIN,2/21/2020,1
France,FRA,2/21/2020,12
Georgia,GEO,2/21/2020,0
Germany,DEU,2/21/2020,16
Greece,GRC,2/21/2020,0
Hong Kong,HKG,2/21/2020,68
India,IND,2/21/2020,3
"Iran, Islamic Republic of",IRN,2/21/2020,18
Iraq,IRQ,2/21/2020,0
Israel,ISR,2/21/2020,1
Italy,ITA,2/21/2020,20
Japan,JPN,2/21/2020,105
Kuwait,KWT,2/21/2020,0
Lebanon,LBN,2/21/2020,1
Macao,MAC,2/21/2020,10
Malaysia,MYS,2/21/2020,22
Nepal,NPL,2/21/2020,1
North Macedonia,MKD,2/21/2020,0
Norway,NOR,2/21/2020,0
Oman,OMN,2/21/2020,0
Pakistan,PAK,2/21/2020,0
Philippines,PHL,2/21/2020,3
Romania,ROU,2/21/2020,0
Russian Federation,RUS,2/21/2020,2
Singapore,SGP,2/21/2020,85
"Korea, Republic of",KOR,2/21/2020,204
Spain,ESP,2/21/2020,2
Sri Lanka,LKA,2/21/2020,1
Sweden,SWE,2/21/2020,1
Switzerland,CHE,2/21/2020,0
"Taiwan, Province of China",TWN,2/21/2020,26
Thailand,THA,2/21/2020,35
United Kingdom,GBR,2/21/2020,9
United States,USA,2/21/2020,35
United Arab Emirates,ARE,2/21/2020,9
Viet Nam,VNM,2/21/2020,16
Afghanistan,AFG,2/22/2020,0
Algeria,DZA,2/22/2020,0
Australia,AUS,2/22/2020,22
Austria,AUT,2/22/2020,0
Bahrain,BHR,2/22/2020,0
Belgium,BEL,2/22/2020,1
Brazil,BRA,2/22/2020,0
Cambodia,KHM,2/22/2020,1
Canada,CAN,2/22/2020,9
Croatia,HRV,2/22/2020,0
Egypt,EGY,2/22/2020,1
Finland,FIN,2/22/2020,1
France,FRA,2/22/2020,12
Georgia,GEO,2/22/2020,0
Germany,DEU,2/22/2020,16
Greece,GRC,2/22/2020,0
Hong Kong,HKG,2/22/2020,69
India,IND,2/22/2020,3
"Iran, Islamic Republic of",IRN,2/22/2020,28
Iraq,IRQ,2/22/2020,0
Israel,ISR,2/22/2020,1
Italy,ITA,2/22/2020,62
Japan,JPN,2/22/2020,122
Kuwait,KWT,2/22/2020,0
Lebanon,LBN,2/22/2020,1
Macao,MAC,2/22/2020,10
Malaysia,MYS,2/22/2020,22
Nepal,NPL,2/22/2020,1
North Macedonia,MKD,2/22/2020,0
Norway,NOR,2/22/2020,0
Oman,OMN,2/22/2020,0
Pakistan,PAK,2/22/2020,0
Philippines,PHL,2/22/2020,3
Romania,ROU,2/22/2020,0
Russian Federation,RUS,2/22/2020,2
Singapore,SGP,2/22/2020,85
"Korea, Republic of",KOR,2/22/2020,433
Spain,ESP,2/22/2020,2
Sri Lanka,LKA,2/22/2020,1
Sweden,SWE,2/22/2020,1
Switzerland,CHE,2/22/2020,0
"Taiwan, Province of China",TWN,2/22/2020,26
Thailand,THA,2/22/2020,35
United Kingdom,GBR,2/22/2020,9
United States,USA,2/22/2020,35
United Arab Emirates,ARE,2/22/2020,13
Viet Nam,VNM,2/22/2020,16
Afghanistan,AFG,2/23/2020,0
Algeria,DZA,2/23/2020,0
Australia,AUS,2/23/2020,22
Austria,AUT,2/23/2020,0
Bahrain,BHR,2/23/2020,0
Belgium,BEL,2/23/2020,1
