Country/Region,timestamp,conf_cases,recov_cases,death_cases
Nepal,2020-02-14,1,1.0,0
Others,2020-02-14,218,0.0,0
Philippines,2020-02-14,3,1.0,1
Russia,2020-02-14,2,2.0,0
Singapore,2020-02-14,67,17.0,0
South Korea,2020-02-14,28,7.0,0
Spain,2020-02-14,2,0.0,0
Sri Lanka,2020-02-14,1,1.0,0
Sweden,2020-02-14,1,0.0,0
Taiwan,2020-02-14,18,2.0,0
Thailand,2020-02-14,33,12.0,0
UK,2020-02-14,9,1.0,0
US,2020-02-14,15,3.0,0
United Arab Emirates,2020-02-14,8,1.0,0
Vietnam,2020-02-14,16,7.0,0
Australia,2020-02-15,15,8.0,0
Belgium,2020-02-15,1,0.0,0
Cambodia,2020-02-15,1,1.0,0
Canada,2020-02-15,7,1.0,0
Egypt,2020-02-15,1,0.0,0
Finland,2020-02-15,1,1.0,0
France,2020-02-15,12,4.0,1
Germany,2020-02-15,16,1.0,0
Hong Kong,2020-02-15,56,1.0,1
India,2020-02-15,3,0.0,0
Italy,2020-02-15,3,0.0,0
Japan,2020-02-15,43,12.0,1
Macau,2020-02-15,10,3.0,0
Mainland China,2020-02-15,68347,9294.0,1662
Malaysia,2020-02-15,22,7.0,0
Nepal,2020-02-15,1,1.0,0
Others,2020-02-15,285,0.0,0
Philippines,2020-02-15,3,1.0,1
Russia,2020-02-15,2,2.0,0
Singapore,2020-02-15,72,18.0,0
South Korea,2020-02-15,28,9.0,0
Spain,2020-02-15,2,2.0,0
Sri Lanka,2020-02-15,1,1.0,0
Sweden,2020-02-15,1,0.0,0
Taiwan,2020-02-15,18,2.0,0
Thailand,2020-02-15,33,12.0,0
UK,2020-02-15,9,1.0,0
US,2020-02-15,15,3.0,0
United Arab Emirates,2020-02-15,8,3.0,0
Vietnam,2020-02-15,16,7.0,0
Australia,2020-02-16,15,8.0,0
Belgium,2020-02-16,1,0.0,0
Cambodia,2020-02-16,1,1.0,0
Canada,2020-02-16,7,1.0,0
Egypt,2020-02-16,1,0.0,0
Finland,2020-02-16,1,1.0,0
France,2020-02-16,12,4.0,1
Germany,2020-02-16,16,1.0,0
Hong Kong,2020-02-16,57,2.0,1
India,2020-02-16,3,3.0,0
Italy,2020-02-16,3,0.0,0
Japan,2020-02-16,59,12.0,1
Macau,2020-02-16,10,5.0,0
Mainland China,2020-02-16,70446,10748.0,1765
Malaysia,2020-02-16,22,7.0,0
Nepal,2020-02-16,1,1.0,0
Others,2020-02-16,355,0.0,0
Philippines,2020-02-16,3,1.0,1
Russia,2020-02-16,2,2.0,0
Singapore,2020-02-16,75,18.0,0
South Korea,2020-02-16,29,9.0,0
Spain,2020-02-16,2,2.0,0
Sri Lanka,2020-02-16,1,1.0,0
Sweden,2020-02-16,1,0.0,0
Taiwan,2020-02-16,20,2.0,1
Thailand,2020-02-16,34,14.0,0
UK,2020-02-16,9,8.0,0
US,2020-02-16,15,3.0,0
United Arab Emirates,2020-02-16,9,4.0,0
Vietnam,2020-02-16,16,7.0,0
